length,width,thickness,height,FOS
0.053977,0.027521,0.004594,0.047557,2.896598616
0.046386,0.022828,0.003107,0.039943,1.370424983
0.029743,0.044279,0.004578,0.039819,1.911456363
0.055304,0.035042,0.003198,0.047003,1.308038335
0.047694,0.048654,0.003454,0.044757,1.285628252
0.041903,0.045731,0.002925,0.022557,1.01134336
0.025331,0.048248,0.00373,0.04918,1.026228927
0.051968,0.032523,0.002802,0.0262,0.9804158804
0.042063,0.022189,0.004498,0.04422,2.256391043
0.031961,0.036719,0.004417,0.029717,2.014110567
0.058608,0.033872,0.004526,0.04691,2.452066349
0.03048,0.024462,0.002641,0.039487,0.8395871616
0.050266,0.044201,0.004178,0.044063,1.949534463
0.053794,0.027605,0.004409,0.029047,2.572877566
0.047836,0.034202,0.003609,0.028679,1.59420378
0.032571,0.031355,0.004556,0.030243,1.985150346
0.038752,0.047258,0.003326,0.02957,1.198351419
0.022477,0.020857,0.00447,0.046024,1.265551456
0.022739,0.030669,0.003849,0.040986,1.379957281
0.0232,0.042786,0.003602,0.023127,1.028734766
0.043171,0.027848,0.003685,0.041234,1.653543259
0.056893,0.032084,0.002849,0.024564,1.151091852
0.05666,0.02592,0.003251,0.048878,1.538322963
0.056532,0.048806,0.003591,0.029258,1.497823077
0.044794,0.041556,0.003331,0.030396,1.340689563
0.044482,0.037524,0.00368,0.024281,1.548728048
0.056161,0.042272,0.003974,0.033247,1.867471283
0.024917,0.037508,0.003045,0.026718,0.776346777
0.035526,0.039699,0.003543,0.044696,1.300344478
0.054489,0.022435,0.004551,0.041945,2.483870637
0.055121,0.024332,0.004879,0.046345,3.172394194
0.036562,0.037265,0.003308,0.036734,1.182288439
0.042787,0.037564,0.004991,0.047958,2.429964235
0.028849,0.026684,0.003796,0.04904,1.51122992
0.035955,0.024602,0.004463,0.045414,2.337265956
0.025925,0.02595,0.004071,0.030721,1.725049553
0.049666,0.025295,0.003866,0.031995,1.823359458
0.037509,0.04621,0.003655,0.038061,1.218099819
0.025504,0.023776,0.002625,0.027017,0.7429350718
0.045973,0.032267,0.0035,0.026875,1.519949528
0.056798,0.045873,0.003029,0.047136,1.065473509
0.044305,0.021602,0.003976,0.028626,2.006409836
0.03092,0.037042,0.003966,0.025672,1.659875619
0.03228,0.048325,0.003181,0.022816,0.971337701
0.047885,0.03343,0.002868,0.022297,1.050623967
0.052234,0.038254,0.002922,0.040609,1.125892332
0.040865,0.035482,0.004158,0.030019,1.790703637
0.041365,0.034669,0.004968,0.039542,2.500611993
0.059646,0.038461,0.004727,0.034082,2.704378795
0.033357,0.046008,0.003052,0.023699,0.9330701008
0.044921,0.037628,0.004293,0.029651,1.82074335
0.041713,0.023123,0.004688,0.047046,2.697033249
0.036093,0.032897,0.003775,0.038906,1.645946265
0.032333,0.022574,0.003606,0.04355,1.42932119
0.059504,0.03688,0.004641,0.033294,2.687712882
0.022208,0.029848,0.002607,0.024997,0.6478331447
0.053308,0.021559,0.002954,0.02611,1.231000688
0.043309,0.024953,0.003661,0.049651,1.734463575
0.050866,0.0337,0.004808,0.024418,2.740037758
0.054541,0.044593,0.004724,0.032751,2.062732256
0.053075,0.042591,0.004092,0.031603,2.067518983
0.03413,0.021999,0.004982,0.040107,2.422755257
0.02305,0.03675,0.004038,0.046264,1.351544074
0.036007,0.026507,0.002628,0.043366,0.8303392269
0.024953,0.022004,0.002945,0.046618,0.9442161247
0.057456,0.034803,0.004676,0.032517,2.296320998
0.052906,0.043365,0.00414,0.048015,1.768387325
0.026713,0.038872,0.004323,0.024849,1.714785941
0.045383,0.029293,0.003379,0.020608,1.325396178
0.05848,0.031407,0.00375,0.023329,1.78905581
0.025166,0.044264,0.004671,0.033312,1.648421897
0.03408,0.026637,0.003907,0.028245,1.633221493
0.040679,0.043472,0.004411,0.048292,2.063333348
0.037805,0.035083,0.004834,0.033679,2.439968614
0.027069,0.034368,0.003695,0.032073,1.422779105
0.032079,0.030567,0.002572,0.039042,0.7413158806
0.026922,0.043156,0.00302,0.04908,0.8612038657
0.034675,0.035279,0.003722,0.022856,1.569285512
0.038365,0.029548,0.003573,0.030553,1.500531122
0.043471,0.026433,0.003825,0.037277,1.771111729
0.022386,0.048585,0.004085,0.023032,1.244961079
0.052715,0.04743,0.004192,0.033895,1.868858105
0.051351,0.039401,0.002606,0.030838,0.8114373144
0.039117,0.044059,0.004973,0.034537,2.566897207
0.021241,0.0491,0.002612,0.026379,0.5356042685
0.034551,0.049156,0.003809,0.043192,1.21656373
0.027872,0.042868,0.004065,0.038851,1.497547598
0.031391,0.042328,0.00253,0.04482,0.6116072747
0.02964,0.02383,0.002644,0.027501,0.8228017812
0.053485,0.038616,0.003954,0.045409,1.913610608
0.029935,0.041413,0.002706,0.041551,0.7872117085
0.028914,0.03453,0.003065,0.032498,1.055023787
0.02149,0.023316,0.003227,0.023798,1.087346319
0.051236,0.041787,0.004759,0.031453,2.518687372
0.026471,0.03283,0.003427,0.045876,1.165908243
0.028001,0.037125,0.002595,0.031299,0.689363849
0.039274,0.023255,0.00258,0.020813,0.8063343904
0.024813,0.034342,0.00269,0.04285,0.6630593946
0.020229,0.043581,0.004348,0.026562,1.509460178
0.023368,0.021701,0.003631,0.021193,1.33194281
0.024472,0.02293,0.003951,0.024098,1.68938911
0.023862,0.021474,0.003923,0.021591,1.436024894
0.021007,0.02229,0.00383,0.023324,1.447878277
0.024634,0.023361,0.003453,0.021433,1.264753636
0.025173,0.024195,0.004211,0.020699,1.939140892
0.021266,0.023556,0.004054,0.021115,1.656600425
0.020854,0.021196,0.004176,0.020232,1.428955581
0.022002,0.022617,0.003694,0.022882,1.406255541
0.025961,0.021918,0.003795,0.021874,1.549201863
0.024069,0.024313,0.003863,0.020155,1.559790454
0.02245,0.022069,0.004013,0.02061,1.556552171
0.021595,0.020869,0.003571,0.022248,1.143815935
0.024864,0.0203,0.004133,0.024324,0.9925053528
0.020162,0.020547,0.003439,0.024024,1.066127989
0.022799,0.022819,0.004095,0.023653,1.699891157
0.02311,0.0201,0.00351,0.023082,1.055783262
0.025691,0.021027,0.00339,0.023508,1.193522
0.022144,0.023997,0.003757,0.022412,1.44602875
0.020512,0.023676,0.0036,0.022524,1.280520621
0.02,0.02,0.003805,0.02,0.8501427687
0.022952,0.021815,0.003764,0.020073,1.42445508
0.02125,0.020726,0.003816,0.020291,1.229170886
0.020279,0.021092,0.003691,0.021938,1.179004034
0.020754,0.020523,0.003592,0.021385,1.088913105
0.022703,0.022145,0.003861,0.020568,1.466474712
0.021997,0.022315,0.00395,0.020746,1.5364829
0.021671,0.020433,0.004023,0.021189,1.110488676
0.022511,0.020076,0.003625,0.022168,0.9635676737
0.021496,0.021591,0.003734,0.021875,1.300500755
0.020598,0.021326,0.003938,0.021519,1.378281456
