length,width,thickness,height,FOS
0.022146,0.042086,0.00471,0.044557,1.630459558
0.020596,0.033132,0.004517,0.020853,1.777448996
0.049077,0.037848,0.004804,0.04878,2.663504156
0.023838,0.020996,0.002771,0.047653,0.823924604
0.054118,0.04879,0.004161,0.024659,1.96513715
0.05807,0.029076,0.003276,0.025702,1.399429061
0.040884,0.046064,0.003237,0.049155,1.196923725
0.021984,0.043984,0.004105,0.028392,1.392034139
0.043252,0.048685,0.004476,0.04333,1.79623449
0.038978,0.027056,0.002536,0.03154,0.8579289117
0.030741,0.029873,0.003565,0.041622,1.393090304
0.035038,0.022639,0.004686,0.023913,2.393485106
0.054214,0.034702,0.003213,0.045292,1.304742015
0.031649,0.025162,0.004757,0.034372,2.294386733
0.023876,0.020522,0.004494,0.0366,0.8469138718
0.042754,0.039009,0.002534,0.028175,0.7690714814
0.027396,0.044346,0.004236,0.044945,1.412679968
0.053205,0.037869,0.002937,0.043474,1.017720214
0.022961,0.047514,0.004714,0.039029,1.624139786
0.026227,0.023463,0.003093,0.044913,1.072732209
0.03008,0.044662,0.003306,0.023945,1.06598693
0.025704,0.046961,0.004207,0.029376,1.330746703
0.040384,0.033503,0.004009,0.04046,1.848618637
0.038421,0.039176,0.004541,0.04537,2.220348776
0.059891,0.029265,0.003577,0.033167,1.689347782
0.035083,0.036019,0.004114,0.027389,1.772004007
0.026779,0.044554,0.00486,0.044294,1.933107365
0.030236,0.024,0.003771,0.03976,1.642351317
0.055581,0.035557,0.004027,0.046306,2.085177397
0.052387,0.035321,0.003897,0.049812,1.696843907
0.046261,0.049955,0.003729,0.031709,1.403130098
0.050101,0.047072,0.003001,0.024341,1.072015673
0.053977,0.027521,0.004594,0.047557,2.896598616
0.046386,0.022828,0.003107,0.039943,1.370424983
0.029743,0.044279,0.004578,0.039819,1.911456363
0.055304,0.035042,0.003198,0.047003,1.308038335
0.047694,0.048654,0.003454,0.044757,1.285628252
0.041903,0.045731,0.002925,0.022557,1.01134336
0.025331,0.048248,0.00373,0.04918,1.026228927
0.051968,0.032523,0.002802,0.0262,0.9804158804
0.042063,0.022189,0.004498,0.04422,2.256391043
0.031961,0.036719,0.004417,0.029717,2.014110567
0.058608,0.033872,0.004526,0.04691,2.452066349
0.03048,0.024462,0.002641,0.039487,0.8395871616
0.050266,0.044201,0.004178,0.044063,1.949534463
0.053794,0.027605,0.004409,0.029047,2.572877566
0.047836,0.034202,0.003609,0.028679,1.59420378
0.032571,0.031355,0.004556,0.030243,1.985150346
0.038752,0.047258,0.003326,0.02957,1.198351419
0.022477,0.020857,0.00447,0.046024,1.265551456
0.022739,0.030669,0.003849,0.040986,1.379957281
0.0232,0.042786,0.003602,0.023127,1.028734766
0.043171,0.027848,0.003685,0.041234,1.653543259
0.056893,0.032084,0.002849,0.024564,1.151091852
0.05666,0.02592,0.003251,0.048878,1.538322963
0.056532,0.048806,0.003591,0.029258,1.497823077
0.044794,0.041556,0.003331,0.030396,1.340689563
0.044482,0.037524,0.00368,0.024281,1.548728048
0.056161,0.042272,0.003974,0.033247,1.867471283
0.024917,0.037508,0.003045,0.026718,0.776346777
0.035526,0.039699,0.003543,0.044696,1.300344478
0.054489,0.022435,0.004551,0.041945,2.483870637
0.055121,0.024332,0.004879,0.046345,3.172394194
0.036562,0.037265,0.003308,0.036734,1.182288439
0.042787,0.037564,0.004991,0.047958,2.429964235
0.028849,0.026684,0.003796,0.04904,1.51122992
0.035955,0.024602,0.004463,0.045414,2.337265956
0.025925,0.02595,0.004071,0.030721,1.725049553
0.049666,0.025295,0.003866,0.031995,1.823359458
0.037509,0.04621,0.003655,0.038061,1.218099819
0.025504,0.023776,0.002625,0.027017,0.7429350718
0.045973,0.032267,0.0035,0.026875,1.519949528
0.056798,0.045873,0.003029,0.047136,1.065473509
0.044305,0.021602,0.003976,0.028626,2.006409836
0.03092,0.037042,0.003966,0.025672,1.659875619
0.03228,0.048325,0.003181,0.022816,0.971337701
0.047885,0.03343,0.002868,0.022297,1.050623967
0.052234,0.038254,0.002922,0.040609,1.125892332
0.040865,0.035482,0.004158,0.030019,1.790703637
0.041365,0.034669,0.004968,0.039542,2.500611993
0.059646,0.038461,0.004727,0.034082,2.704378795
0.033357,0.046008,0.003052,0.023699,0.9330701008
0.044921,0.037628,0.004293,0.029651,1.82074335
0.041713,0.023123,0.004688,0.047046,2.697033249
0.036093,0.032897,0.003775,0.038906,1.645946265
0.032333,0.022574,0.003606,0.04355,1.42932119
0.059504,0.03688,0.004641,0.033294,2.687712882
0.022208,0.029848,0.002607,0.024997,0.6478331447
0.053308,0.021559,0.002954,0.02611,1.231000688
0.043309,0.024953,0.003661,0.049651,1.734463575
0.050866,0.0337,0.004808,0.024418,2.740037758
0.054541,0.044593,0.004724,0.032751,2.062732256
0.053075,0.042591,0.004092,0.031603,2.067518983
0.03413,0.021999,0.004982,0.040107,2.422755257
0.02305,0.03675,0.004038,0.046264,1.351544074
0.036007,0.026507,0.002628,0.043366,0.8303392269
0.024953,0.022004,0.002945,0.046618,0.9442161247
0.057456,0.034803,0.004676,0.032517,2.296320998
0.052906,0.043365,0.00414,0.048015,1.768387325
0.026713,0.038872,0.004323,0.024849,1.714785941
0.045383,0.029293,0.003379,0.020608,1.325396178
0.05848,0.031407,0.00375,0.023329,1.78905581
0.025166,0.044264,0.004671,0.033312,1.648421897
0.03408,0.026637,0.003907,0.028245,1.633221493
0.040679,0.043472,0.004411,0.048292,2.063333348
0.037805,0.035083,0.004834,0.033679,2.439968614
0.027069,0.034368,0.003695,0.032073,1.422779105
0.032079,0.030567,0.002572,0.039042,0.7413158806
0.026922,0.043156,0.00302,0.04908,0.8612038657
0.034675,0.035279,0.003722,0.022856,1.569285512
0.038365,0.029548,0.003573,0.030553,1.500531122
0.043471,0.026433,0.003825,0.037277,1.771111729
0.022386,0.048585,0.004085,0.023032,1.244961079
0.052715,0.04743,0.004192,0.033895,1.868858105
0.051351,0.039401,0.002606,0.030838,0.8114373144
0.039117,0.044059,0.004973,0.034537,2.566897207
0.021241,0.0491,0.002612,0.026379,0.5356042685
0.034551,0.049156,0.003809,0.043192,1.21656373
0.027872,0.042868,0.004065,0.038851,1.497547598
0.031391,0.042328,0.00253,0.04482,0.6116072747
0.02964,0.02383,0.002644,0.027501,0.8228017812
0.053485,0.038616,0.003954,0.045409,1.913610608
0.029935,0.041413,0.002706,0.041551,0.7872117085
0.028914,0.03453,0.003065,0.032498,1.055023787
0.02149,0.023316,0.003227,0.023798,1.087346319
0.051236,0.041787,0.004759,0.031453,2.518687372
0.026471,0.03283,0.003427,0.045876,1.165908243
0.028001,0.037125,0.002595,0.031299,0.689363849
0.039274,0.023255,0.00258,0.020813,0.8063343904
0.024813,0.034342,0.00269,0.04285,0.6630593946
0.020229,0.043581,0.004348,0.026562,1.509460178
0.023368,0.021701,0.003631,0.021193,1.33194281
0.024472,0.02293,0.003951,0.024098,1.68938911
0.023862,0.021474,0.003923,0.021591,1.436024894
0.021007,0.02229,0.00383,0.023324,1.447878277
0.024634,0.023361,0.003453,0.021433,1.264753636
0.025173,0.024195,0.004211,0.020699,1.939140892
0.021266,0.023556,0.004054,0.021115,1.656600425
0.020854,0.021196,0.004176,0.020232,1.428955581
0.022002,0.022617,0.003694,0.022882,1.406255541
0.025961,0.021918,0.003795,0.021874,1.549201863
0.024069,0.024313,0.003863,0.020155,1.559790454
0.02245,0.022069,0.004013,0.02061,1.556552171
0.021595,0.020869,0.003571,0.022248,1.143815935
0.024864,0.0203,0.004133,0.024324,0.9925053528
0.020162,0.020547,0.003439,0.024024,1.066127989
0.022799,0.022819,0.004095,0.023653,1.699891157
0.02311,0.0201,0.00351,0.023082,1.055783262
0.025691,0.021027,0.00339,0.023508,1.193522
0.022144,0.023997,0.003757,0.022412,1.44602875
0.020512,0.023676,0.0036,0.022524,1.280520621
0.02,0.02,0.003805,0.02,0.8501427687
0.022952,0.021815,0.003764,0.020073,1.42445508
0.02125,0.020726,0.003816,0.020291,1.229170886
0.020279,0.021092,0.003691,0.021938,1.179004034
0.020754,0.020523,0.003592,0.021385,1.088913105
0.022703,0.022145,0.003861,0.020568,1.466474712
0.021997,0.022315,0.00395,0.020746,1.5364829
0.021671,0.020433,0.004023,0.021189,1.110488676
0.022511,0.020076,0.003625,0.022168,0.9635676737
0.021496,0.021591,0.003734,0.021875,1.300500755
0.020598,0.021326,0.003938,0.021519,1.378281456
0.048748,0.04361,0.00271,0.023393,0.9386316649
0.047397,0.026271,0.00442,0.033615,2.610539581
0.04839,0.028724,0.004609,0.023861,2.651584729
0.033564,0.030083,0.004793,0.027762,2.327365378
0.045247,0.033671,0.003041,0.040956,1.091176803
0.03071,0.046083,0.003381,0.035632,1.10927384
0.046306,0.03962,0.003047,0.040233,1.123549003
0.024649,0.025508,0.004332,0.039671,1.837026729
0.028717,0.04777,0.004949,0.023532,2.041794254
0.053436,0.032794,0.002984,0.046189,1.171550039
0.05085,0.029731,0.004691,0.029193,2.870685923
0.031766,0.02628,0.002875,0.022459,0.9873656357
0.03797,0.025519,0.004597,0.022062,2.374222635
0.041248,0.028279,0.002715,0.046087,0.8477739968
0.049851,0.032556,0.00299,0.03643,1.125021748
0.02746,0.041216,0.00492,0.043084,1.925797908
0.029053,0.048107,0.003736,0.025041,1.226062935
0.033145,0.046372,0.004521,0.02962,1.900003383
0.058484,0.049746,0.003797,0.036694,1.642046964
0.042511,0.041334,0.004878,0.048049,2.341280213
0.049177,0.039083,0.004385,0.034225,1.989294413
0.037738,0.034987,0.003315,0.031754,1.213234853
0.023487,0.035804,0.003916,0.049967,1.396287862
0.020265,0.035376,0.003228,0.040487,0.9058382434
0.024631,0.035407,0.003726,0.03381,1.258404656
0.042967,0.028405,0.002632,0.04557,0.857526744
0.039542,0.045184,0.002723,0.040651,0.8075764551
0.05277,0.049231,0.003664,0.021866,1.324202881
0.038533,0.04538,0.002853,0.024002,0.8488926869
0.050663,0.026133,0.004298,0.031222,2.322212938
0.042938,0.031419,0.003323,0.025947,1.231533534
0.025556,0.043405,0.003948,0.025971,1.290707287
0.038456,0.049354,0.004301,0.023194,1.667097842
0.054372,0.034215,0.004478,0.034407,2.583763435
0.057704,0.047685,0.003023,0.0401,1.221651642
0.035206,0.048178,0.004117,0.048089,1.654863379
0.050048,0.032474,0.003012,0.03566,1.242697526
0.028512,0.022988,0.003636,0.022233,1.438498723
0.032265,0.020374,0.004374,0.02328,1.518037502
0.021068,0.049327,0.003539,0.027844,0.9280959893
0.054918,0.041606,0.002767,0.035306,0.9812403619
0.039956,0.020811,0.004923,0.021236,1.649284904
0.056756,0.031131,0.004014,0.03824,2.155084464
0.030018,0.028486,0.004467,0.032876,2.234896866
0.038186,0.028676,0.004044,0.02989,1.942552687
0.045748,0.034558,0.003254,0.041467,1.347473613
0.046614,0.049417,0.004735,0.036136,2.266312725
0.059616,0.040283,0.00257,0.042491,0.9014998327
0.044377,0.027786,0.003368,0.038157,1.336792774
0.02935,0.044483,0.003503,0.03237,1.105453796
0.039353,0.027467,0.003517,0.043512,1.562592814
0.05335,0.033366,0.002762,0.029403,0.9969648544
0.053622,0.028191,0.004694,0.027359,2.68652951
0.032898,0.035829,0.00312,0.030373,1.093578938
0.023141,0.044109,0.004149,0.033191,1.27591737
0.020879,0.031457,0.004968,0.027602,1.952344747
0.027188,0.023817,0.002647,0.035125,0.7467172795
0.027001,0.021021,0.003415,0.021699,1.243651453
0.035931,0.027693,0.003818,0.025564,1.69114722
0.048904,0.022779,0.004993,0.030237,2.913628126
0.023398,0.043253,0.00426,0.045219,1.388225308
0.0417,0.021678,0.004327,0.032663,2.041242908
0.042213,0.025888,0.002685,0.047754,0.8715173722
0.03401,0.040961,0.002634,0.037391,0.7125691405
0.042119,0.042027,0.003111,0.047286,1.100309149
0.042071,0.020427,0.003588,0.034427,1.425768366
0.03387,0.028208,0.002961,0.040287,0.9664606765
0.025884,0.046503,0.003357,0.026634,0.9585070129
0.036439,0.038692,0.003699,0.034265,1.423523594
0.036159,0.047742,0.002547,0.031782,0.6760637652
0.037092,0.022348,0.002739,0.020488,0.9643727542
0.049794,0.038767,0.004633,0.042629,2.369737155
0.040943,0.041295,0.004212,0.045461,1.854913404
0.026102,0.025474,0.003329,0.049917,1.244094651
0.022886,0.028903,0.002725,0.02096,0.7444502141
0.020505,0.043644,0.00444,0.031316,1.472939409
0.057971,0.044732,0.003652,0.02109,1.566590796
0.046161,0.034269,0.002844,0.020882,0.9938828056
0.03027,0.044623,0.002727,0.044791,0.7306399607
0.044913,0.029455,0.002913,0.03959,1.072829097
0.026268,0.045858,0.004952,0.022684,1.869005028
0.053912,0.037015,0.004246,0.021459,2.192406729
0.032752,0.046173,0.003147,0.030672,0.9907835299
0.040593,0.046389,0.004382,0.046989,2.067888452
0.023657,0.03733,0.004339,0.031391,1.628654975
0.04734,0.02249,0.003837,0.045661,1.941111735
0.037268,0.027334,0.002659,0.046834,0.8587687018
0.043839,0.030728,0.002954,0.046315,1.115613884
0.020088,0.03165,0.003113,0.042618,0.9326035065
0.059262,0.029586,0.004959,0.046697,2.800682373
0.03301,0.02415,0.004256,0.03796,0.7858848476
0.035671,0.033901,0.003411,0.036533,1.30061914
0.040146,0.038204,0.002588,0.048699,0.7928551046
0.030793,0.020146,0.003372,0.029284,1.095193227
0.049036,0.046918,0.002623,0.039372,0.8055980033
0.045667,0.046996,0.002885,0.020994,0.9314811115
0.044774,0.02511,0.003407,0.041828,1.501888205
0.039902,0.033184,0.00491,0.034917,2.610190282
0.059546,0.023208,0.004308,0.041407,2.432156132
0.057553,0.021357,0.004243,0.030182,2.041263491
0.054273,0.024878,0.004041,0.039148,2.318791599
0.043355,0.04324,0.004449,0.024535,2.014592293
0.059344,0.027158,0.002512,0.02604,0.8821331499
0.032158,0.026745,0.004134,0.032775,1.855297378
0.051664,0.039498,0.002693,0.025791,0.9482022658
0.037057,0.023372,0.004405,0.049254,2.313262795
0.057509,0.046452,0.004838,0.041018,2.485870582
0.050945,0.04217,0.003594,0.047221,1.520298941
0.028451,0.035528,0.00358,0.047893,1.36257323
0.037784,0.031089,0.003887,0.049961,1.752884001
0.054397,0.029989,0.004056,0.021446,2.004251195
0.058972,0.026543,0.004814,0.035441,2.855090946
0.040419,0.029899,0.002819,0.025307,1.037081392
0.043949,0.021944,0.0036,0.046626,1.692719117
0.043643,0.027903,0.003567,0.026655,1.703174127
0.059216,0.031572,0.003755,0.02676,1.806135392
0.021813,0.037662,0.004456,0.027449,1.724527794
0.031287,0.043811,0.002991,0.038401,0.9092563935
0.033269,0.028152,0.002672,0.038817,0.846169237
0.057646,0.041514,0.003954,0.024945,1.931469904
0.03488,0.044089,0.004381,0.044633,1.873344363
0.034762,0.033278,0.003528,0.046402,1.394475942
0.021956,0.032946,0.003683,0.025391,1.170339347
0.057078,0.021817,0.003861,0.037228,1.993664582
0.0508,0.021512,0.004978,0.03709,2.001022354
0.025783,0.048394,0.004121,0.021646,1.188912505
0.037341,0.042037,0.003929,0.020011,1.509096294
0.040044,0.040036,0.004829,0.023727,2.359893554
0.039468,0.024689,0.003807,0.034183,1.847132741
0.020434,0.036516,0.004397,0.048246,1.610714047
0.041494,0.025053,0.004172,0.024076,2.012311539
0.02187,0.032108,0.004473,0.031256,1.636324993
0.055804,0.040443,0.004696,0.026845,2.410951718
0.045998,0.024553,0.003218,0.045522,1.373488389
0.048221,0.033014,0.002897,0.049573,1.079662915
0.033972,0.040179,0.00332,0.02336,1.143333255
0.040966,0.026324,0.003642,0.042746,1.612620391
0.047291,0.039306,0.004874,0.041144,2.521719899
0.045366,0.033472,0.003115,0.022275,1.223557668
0.036896,0.048467,0.003058,0.020719,0.9631374128
0.036705,0.045539,0.003199,0.023585,1.084183499
0.023335,0.025085,0.003281,0.03365,1.14686715
0.027945,0.03985,0.004278,0.021105,1.694136083
0.024257,0.043938,0.004394,0.036032,1.527520928
0.022545,0.024901,0.00432,0.032985,1.788050161
0.038509,0.039792,0.003708,0.026276,1.507855489
0.053519,0.021861,0.003734,0.020196,1.772299147
0.05789,0.02255,0.003242,0.037868,1.527621697
0.025052,0.047963,0.004934,0.047857,1.805209536
0.04301,0.043279,0.004613,0.040159,2.147920596
0.043198,0.043067,0.002583,0.022093,0.7962032686
0.036681,0.028956,0.003535,0.02848,1.411766947
0.020742,0.020217,0.004891,0.036863,2.038594832
0.043502,0.024347,0.003077,0.039973,1.233877183
0.056435,0.040981,0.004359,0.042415,2.27216949
0.038864,0.040707,0.003418,0.046814,1.265915341
0.028397,0.042435,0.003028,0.047377,0.9129339697
0.034815,0.023674,0.004107,0.042669,1.975978137
0.022113,0.024201,0.0046,0.022001,2.083510519
0.050565,0.049672,0.004233,0.025863,1.901916291
0.058334,0.040102,0.003712,0.038205,1.57126771
0.038704,0.03736,0.002756,0.048671,0.9194772757
0.050408,0.021476,0.004003,0.034048,1.97400874
0.020098,0.045588,0.003855,0.038273,1.101581278
0.055622,0.035502,0.004155,0.044608,2.267090131
0.026631,0.035774,0.0026,0.025472,0.643870746
0.048844,0.020115,0.003941,0.043751,1.083439776
0.032656,0.027649,0.004552,0.027649,2.338439698
0.02634,0.029155,0.003289,0.032845,1.001480817
0.048256,0.029759,0.003272,0.044673,1.305435901
